Title,Description
"Cosmetics Customer Experience Sales Floor Associate - Windsor, ON - Indeed.com","Résumé des fonctions...
Offrir un service à la clientèle exceptionnel et aider à l’exploitation de l’aire de vente afin d’assurer une expérience de magasinage positive et de fidéliser la clientèle.
Ce que vous ferez...
1. Accueillir tous les clients de manière polie et courtoise. 2. Aider les clients en faisant la promotion des produits et services, en localisant la marchandise et en prenant des décisions d’achat. 3. Résoudre les problèmes des clients et transmettre leurs préoccupations à la direction, le cas échéant. 4. Préserver la présentation de l’aire de vente en stockant et en effectuant la rotation de la marchandise, en retirant les produits endommagés ou périmés, en installant et en entretenant les présentoirs, l’affichage et le prix des produits. 5. Assurer le traitement adéquat des réclamations et des retours, sécuriser la marchandise, cibler les articles à coulage élevé et maintenir un environnement de travail sécuritaire, conformément aux directives et procédures de la Compagnie. 6. Recevoir et entreposer la marchandise, utiliser l’équipement de manière appropriée, gérer les documents requis, les registres et les autres documents. 7. Transmettre les services et les articles transactionnels appropriés à un gérant du service à la clientèle, au besoin. 8. Dans le rayon des cosmétiques, l’associé sensibilise les clients à la présence d’un associé travaillant uniquement dans le rayon des cosmétiques qui peut leur offrir des renseignements et des conseils.
Compétences minimales...
Indiquez ci-dessous les compétences minimales requises pour ce poste. Si aucune n’est indiquée, il n’y a pas de compétences minimales.
Age - 16 or older
Compétences recherchées...
Indiquez ci-dessous les compétences recherchées facultatives pour ce poste. Si aucune n’est indiquée, il n’y a pas de compétences recherchées.
Comme requis par la loi, Walmart offrira des accommodements pour les besoins des associés avec des incapacités.
Emplacement Principal...
7100 TECUMSEH RD E, WINDSOR, ON N8T 1E6, Canada"
"Opportunities for Project Sales Associate - Halifax, NS - Indeed.com","PROJECT CENTER SALES ASSOCIATE
Project Center Sales Associate partners with customers to fully understand their needs and assist in planning home renovation projects. As knowledgeable sales professionals, project center sales associates can make recommendations which solve customers’ problems.
Typical career steps are to move to a role in contractor sales, commercial sales or installation sales.
Requirements:
A knowledge of lumber and building materials, and the construction process is an asset
Can manage changing priorities in a fast-paced environment
Motivates others through their positive attitude to always be improving
Demonstrates the drive and commitment needed to reach goals
Experience in sales is preferred
Comfortable with technology (Microsoft Office Suite, estimating software) is preferred
Responsibilities:
Demonstrates high standards of safety and customer service
Adds value to the customer’s buying experience by making recommendations
Works with co-workers and vendors to support customers’ needs
Achieves weekly, monthly and annual sales targets
Keeps current with trends in a constantly changing industry
Uses available technologies to assist in the selling process (training provided)
We offer:
Full – Time with Benefits Contract
Salaried plus Commission
A safe work environment
Incentive programs
Employee discount
Employee and Family Assistance Plan
Opportunities for growth and career advancement
Training
Interested in this Career Opportunity:
We thank all candidates for their interest, however, only those selected for interviews will be contacted."
"Sales Associate - Toronto Premium Outlet - Toronto, ON - Indeed.com","Position:
Sales Associate
Location:
Toronto Premium Outlet
Work Availability:
open and close shifts, weekdays and weekends.
Are you passionate about travel and love fashion? Are you someone that is driven, helpful and loves to connect with customers? We are currently looking for Part-Time Sales Associates to join our team!
WHO ARE WE?
Bentley, life on the go! Available from stores coast to coast, we are the largest retailer of luggage and travel accessories in Canada. Our success is rooted in creating customer-focused experiences and we are looking for passionate and talented people to join our team and help create amazing experiences for our customers and help shape our future.
WHY JOIN US?
You will contribute to the creation of amazing memories for our customers
We offer flexible hours to meet your lifestyle
We are committed to provide a stimulating and positive environment
We have a great employee discount program
You will be part of an amazing team composed of passionate people
YOU ARE THE PERFECT ADDITION TO OUR TEAM IF:
You love interacting and helping people and you want to create an amazing customer experience for everyone that walks into your store
You are eager to learn new things every day and to develop your customer service skills and your knowledge on products and on retail
You want to be a Bentley brand ambassador; you embody the Bentley vision and values and are proud to share it with the people around you
You take initiative and can work both autonomously and in a team setting
You are someone who thrives in a fast-paced environment
You have good communication skills
You have experience or are interested to work in retail
Does this sound like you? Take the next step in your journey and join our team!
Job Types: Part-time, Permanent
Benefits:
Store discount
Schedule:
Day shift
Monday to Friday
Night shift
Weekend availability
Experience:
sales: 1 year (preferred)
customer service: 1 year (preferred)
Work remotely:
No"
"Sales Associate - Kirkland, QC - Indeed.com","Company Description
At Sleep Country Canada we are passionate about all things sleep. We are a proud Canadian brand and sleep destination for all
and are excited to expand our partnership with Walmart Canada with the launch of “Sleep Country Express” and “Dormez-vous Express” stores inside the Walmart Canada Spaces!
We want to help transform Walmart Canada customers’ lives through the power of sleep by providing an assortment of premier sleep brands for the first time in-store!
We are looking for
Sales Associates for our new Sleep Country Express and Dormez-vous Express stores
who will bring their renowned sleep expertise to customers. We provide our associates with intensive training, continuous learning and development opportunities as well as the tools to help them become true Sleep Experts.
In this role you will earn a base salary, sales commission & bonuses.
Job Description
17000 Trans-Canada Hwy, Kirkland
Why Work for Us:
This is not a job but a
CAREER
with opportunities for growth and advancement
We promote 100% leadership roles internally
No caps on Commission; Monetary Bonuses; Monetary Sales Contests
We will invest in you and provide extensive sales training on our products and services
Medical & Dental Benefits and Deferred Profit Sharing Program
Tuition Reimbursement Program (Professional AND Personal Development that even includes scuba diving classes!)
Fitness Subsidy
Associate Discount Program
Paid day off to Volunteer at your local charity of choice
We are the proud winners of:
Canada's Most Admired Corporate Cultures
Great Place to work
Great Place to work for Millennials
Best Workplaces in Retail & Hospitality
As a Sleep Country Express/Dormez-vous Express Sales Associate, you’ll:
Engage with customers to identify their needs and wants, promote our quality products and service offerings
Ensure our stores are always visually appealing through product presentation, replenishment and store housekeeping
Ideally have 1- 3 years of experience in Sales, Retail and/or Customer Service,
however
this is an asset but not mandatory as we will invest in the right person!
Need a positive, optimistic attitude and a strong customer focus to succeed
Be ambitious and willing to commit to continuous education and learning
Available to work days, evenings and weekends
Bilingual English and French is an asset"
"Retail Sales Associate - Woodbridge, ON - Indeed.com","Holiday Bonus Pay ProgramHourly Store Associates will be eligible to receive an additional $2.00 per hour for every hour worked on the following dates:
November 20, 21
November 26, 27, 28
December 4, 5
December 11, 12
December 18, 19
December 26
Please note that you must remain a Bed Bath & Beyond Associate through December 27, 2021.
Our mission at Bed Bath & Beyond is to make it easy for our customers, and our associates, to feel at home. We’ve made enhancements to our store environment and implemented health and safety best practices to ensure a clean and safe shopping environment for customers and a safe workplace for our associates.
As a Sales Associate, you will be responsible for exceeding our customers’ evolving expectations by providing “best in class” customer service and a pleasant and fulfilling shopping experience. Successful candidates will be given the opportunity to offer our customers the widest range of quality housewares, home furnishings and much more! We offer associate discounts, flexible schedules, ongoing training, and the potential for advancement.
The Sales Associate is expected to engage customers to determine their needs and direct them to the appropriate merchandise while providing product knowledge and offering additional goods and services. In this role you will be expected to meet sales and productivity goals and you will work directly as a consultant to customers who want to create wedding and gift registries.
Key Responsibilities :
Engage customers in a courteous, helpful, and respectful manner, promptly and politely responds to customer inquiries and customer requests for support
Escort customers to appropriate merchandise
Explain basic features of merchandise to customers
Resolve customer issues and escalates issues as necessary to ensure customer satisfaction
Organize and straighten merchandise areas on the sales floor
Process customer transactions through the register as required
Execute activities related to store initiatives to offer customers additional products and services (e.g., special sale items, credit card applications)
Assist customers in creating registries, as needed
Execute price changes and sign changes as needed
Perform additional, sometimes specialized duties as required by business needs including, but not limited to, stocking, freight processing, fulfillment, and price changes, cart retrieval and cashiering
Education/Experience/Qualifications :
High School diploma or equivalent
1 year of retail experience desired
Effective communication and customer service skills
Readily adjusts schedule, tasks, and priorities when necessary to meet business needs"
"Garage/Dynamite - Sales Associate PT - Ajax, ON - Indeed.com","Seize the opportunity to join a global fashion retailer with two brands at the heart of its success, Garage and Dynamite, selected as one of
Montreal's Top Employers 2020
and as one of
Canada’s Top employers for Young people 2020
! Be part of our team! We are currently looking for a Sales Associate.
The Sales Associate reports to the Store Manager and provides exceptional customer service, generates sales and participates in all the essential duties necessary to the effective day-to-day operations of the store, including the support of all visual and brand directives.
The Sales Associate is at the center of all store activities, ensuring cash out operations run smoothly and efficiently. He/she is a reliable team player, possessing a keen eye for details and good math skills, with the ability to keep a balanced till.
Qualifications & competencies :
Customer service, retail and/or cashier experience an asset;
High school diploma;
Team player;
Must work well under pressure;
Client-focused;
Highly energetic and motivated;
Goal-oriented;
Strong interpersonal skills;
Responsible and reliable;
Decision-making abilities and problem solving skills;
Excellent communication skills;
Understanding of fashion trends an asset
Computer literate (Microsoft Office)
Groupe Dynamite is committed to employment equity. Only retained candidates will be contacted for an interview.
Experience
Preferred
Retail Experience
Customer Service Experience
Education
Required
High School or better"
"Sales Associate - Fort McMurray, AB - Indeed.com","At The Bone & Biscuit Company, our customers are the most important shareholders and the lifeline of our business. It is only by providing exceptional customer service experiences that we are able to do the thing we are most passionate about: creating Happy & Healthy Pets.
Our Pet Consultants are the face of our company. They are committed to providing an exceptional customer service experience to every pet parent and their pets who come through our doors. We have designed our store environments to be inviting, pet friendly and fun. Our Pet Consultants play an essential role in making the store environment a positive place for Pets and Pet Parents to come together to meet their friends and make new ones.
The ideal candidate will possess:
· A customer focused positive and upbeat attitude
· Passion for pets, pet care, and wellness
· Effective and polite Communication
· Willingness and capability to work as part of a team
· A desire to learn
· Ability to lift up to 30lbs multiple times daily
· Flexible schedule
As a Bone & Biscuit Pet Consultant your role will require you to:
· Provide an exceptional customer experience for every customer
· Ask great questions to assist pet parents in finding nutritious solutions for their pet
· Recommend appropriate products for care and play
· Maintain a clean, well-stocked and positive store environment at all times
· Receiving product and merchandising the storefront and freezer
· POS operations, sales and cash handling
We value a positive attitude and energy, a love for pets, passion for wellness and a determination to succeed above all. If you’re looking for a position where you can learn and grow in a team centred environment, please submit your resume via email today.
**The Bone & Biscuit Company is an equal opportunity employer and encourages applications from all qualified individuals. We thank all applicants for their interest; however, only those selected for an interview will be contacted.
Job Types: Full-time, Part-time, Permanent
Benefits:
Store discount
Schedule:
8 hour shift
Weekend availability
Work remotely:
No"
"Cashier - Kenora, ON - Indeed.com","Job description
The Cashier provides all point-of-sale functions, including recording and collecting for customers purchases; processing transactions (cash, credit card, debit card) using retail software; keeping accurate record of all cash, in-house charge, and credit card transactions (debit, gift card etc.), reconciling records of sales with cash and credit information and making sure they balance, performing various services for customers, such as providing information, confirming prices, all done in a prompt friendly manner.
DUTIES / RESPONSIBILITIES:
Greet and verbally communicate with customers, management, and staff both in person and by telephone.
Operate all point of sale equipment with sufficient speed and accuracy.
Verify signatures on the back of credit cards and expiry dates.
Follow proper procedures according to store policy regarding returns and refunds.
Ensure customers have had a positive shopping experience; take steps to rectify if they haven’t.
Answer phone in prompt fashion and take messages, according to store policy.
Assist those customers who need advice, information, or directions.
Page over public address system when necessary.
Maintain price information (flyers, in-store promotions etc.) for references when customer price inquires arise.
Be familiar with items in stock, yard inventory, including product use and operation.
Maintain check-out area and merchandise displays.
Keep store tidy, cleaning the store and check-out area at the end of the shift.
Tabulate sales at the end of the day and/or end of your shift and remove cash from register in accordance with store policy.
Attend store meetings, training sessions, etc., as required.
Assist in training new cashiers.
Work on special projects as assigned by head cashier or supervisor.
Work on additional duties and assignments as assigned by management.
Work in a safe manner in accordance to provincial and federal safety legislation, as well as use of good common sense. Report any potential hazards and unsafe behavior to management in order to have the situation corrected.
Job Types: Full-time, Permanent
Salary: $15.00-$16.00 per hour
COVID-19 considerations:
All customers and Employees are required to wear masks and common touch surfaces are disinfected regularly.
Job Types: Full-time, Part-time
Salary: $15.00-$16.00 per hour
Benefits:
Company events
Dental care
Disability insurance
Extended health care
Life insurance
On-site parking
Store discount
Vision care
Schedule:
Monday to Friday
Weekend availability
COVID-19 considerations:
All customers are required to wear a mask, common high-touch areas regularly sanitized
Work remotely:
No"
"sales associate - Windham Centre, ON - Indeed.com","Weight Handling
Up to 23 kg (50 lbs)
Type of Industry Experience
Agricultural industry
Specific Skills
Operate computerized inventory record keeping and re-ordering systems
Estimate or quote prices, credit or contract terms, warranties and delivery dates
Provide advice about merchandise
Conduct sales transactions through Internet-based electronic commerce
Greet customers and discuss type, quality and quantity of merchandise or services sought for purchase, rental or lease
Prepare merchandise for purchase, rental or lease
Prepare sales, rental or leasing contracts and accept cash, cheque, credit card or automatic debit payment
Maintain sales records for inventory control
Assist in display of merchandise
Transportation/Travel Information
Own transportation
Willing to travel
Valid driver's licence
Travel expenses paid by employer
Work Conditions and Physical Capabilities
Fast-paced environment
Repetitive tasks
Handling heavy loads
Physically demanding
Standing for extended periods
Bending, crouching, kneeling
Overtime required
Work Location Information
Rural area
On-site customer service
In shop
Personal Suitability
Effective interpersonal skills
Flexibility
Team player
Excellent oral communication
Dependability
Reliability
Organized
Adaptability
Collaborative
Analytical
Creativity
Efficiency
Energetic
Goal-oriented
Hardworking
Integrity
Outgoing
Positive attitude
Proactive
Quick learner
Time management
Benefits
Medical Benefits
Dental Benefits
Group Insurance Benefits
Life Insurance Benefits
Vision Care Benefits"
"Sales and Marketing Assistant - Richmond Hill, ON - Indeed.com","Purpose
Kankan is seeking a Sales and Marketing Assistant to join our team! The Sales and Marketing Assistant is mainly responsible for driving ongoing consumer engagement through planning and executing digital and in-person marketing initiatives to create great relationships with our customers. This role also supports the Sales team in seeking all opportunities to maximize revenue and consumer conversions while ensuring the complete and full execution of necessary tasks.
Duties and responsibilities:
Develop and execute creative marketing and communication strategies for target audience.
Engage the community and actively respond to consumer conversation, both in relevant outside communities and existing own channels
Evaluate key digital analytics from digital channels and report performance against identified goals with findings to shape future strategies.
Coordinate sales effort with team members and other departments
Updating product catalogues on e-commerce sales channels
Other duties may be assigned from time to time
Key Relationships
eCommerce
Sales
Customer Service
The Successful Candidate Has:
Great teamwork and initiative to help others succeed
Ability to succeed in a growing small business with minimal daily direction.
Please apply and include a resume and any relevant links/portfolio. We thank all applicants for their interest, however only those candidates selected for interviews will be contacted.
Work remotely:
Temporarily due to COVID-19
Job Types: Full-time, Part-time, Freelance, Permanent
Salary: $15.00-$25.00 per hour
Additional pay:
Commission pay
Benefits:
Profit sharing
Work from home
Schedule:
Monday to Friday
On call
Overtime
Weekend availability
Work remotely:
Yes"
