Title,Description
"Cashier/Stock Person - Vernon, BC - Indeed.com","Shifts: We are hiring for 11pm-8pm shifts and weekends
Key Responsibilities:
Greeting and ringing through customer transactions in a professional and efficient manner
Helping customers with product selection and knowledge of wine, beer, spirits, etc.
Unloading deliveries off pallets and into the cooler
Filling shelves in the store and condensing product in the cooler
Learning about the different products
Performing daily duties and closing duties at end of the night including cleaning, cashing out process, etc.
Qualifications:
Must be 19+ and have serving it right
Must be a team player and be able to communicate well with others
Must be physically capable and able to lift repetitively as this job is physically demanding
Must be self-motivated and able to work independently
Strong customer service and organizational skills are an asset
Product knowledge is preferred but will train.
*Competitive wages with increases and benefits package available after 6 months*
ONLY RESUMES WITH AT LEAST 2 REFERENCES ATTACHED WILL BE ACCEPTED
PLEASE DROP OFF RESUME AT STORE BETWEEN MONDAY-FRIDAY 9AM-5PM AND FILL OUT “APPLICATION” PACKAGE AND ATTACH TO RESUME
Full-time hours: 40 per week
Job Types: Full-time, Part-time, Permanent
COVID-19 considerations:
Full Covid protocols in place
Job Types: Full-time, Permanent
Additional pay:
Overtime pay
Tips
Benefits:
Dental care
Disability insurance
Extended health care
Life insurance
On-site parking
RRSP match
Vision care
Schedule:
8 hour shift
Day shift
Night shift
Weekend availability
Work remotely:
No"
"Cashier/Customer Service - Greater Sudbury, ON - Indeed.com","Join our team
Your job would require you to serve and interact with customers, handle cash, serve lottery tickets/cigarettes/cigars and packaged food and drinks. There are daily cleaning duties and merchandising and filling up products and coolers.
Job Type: Part-time
Salary: $14.35 per hour
Schedule:
Monday to Friday
Night shift
Weekend availability
COVID-19 considerations:
All customers and employees are required to wear a mask in the store. Common surfaces are sanitized regularly.
Work remotely:
No"
"Cashier/Customer Service - Terrace, BC - Indeed.com","Working evenings and some weekends at a face paced store. Cashier experience an assist
Job Types: Full-time, Part-time
Salary: From $15.20 per hour
Additional pay:
Overtime pay
Benefits:
Dental care
Extended health care
Flexible schedule
Life insurance
RRSP match
Store discount
Schedule:
8 hour shift
Work remotely:
No"
"Cashier(student) - La Ronge, SK - Indeed.com","Lake Country Co-op invites applications for the positions of
Part Time Student Cashiers(x2)
at our
Food Store location
in
La Ronge, Sk.
Who we are:
Lake Country Co-op does business differently. As a co-operative, we believe in working together to provide an exceptional experience to customers and members to enhance the success and vibrancy in our communities, delivering profits back and investing in sustainable growth. To learn more about who we are and how you can help bring our Lake Country Co-op brand to life, visit us at www.lakecountryco-op.crs
Reporting to the Grocery Team Leader, responsibilities for this position include the following:
Engage and interact with guests to create a positive shopping experience- in person, on the telephone and at the point of sale
Perform cashing duties, serve guests, pack groceries, stock and face shelves, perform general housekeeping duties
Demonstrate the day-to-day behaviors and actions that align with and strengthen Lake Country Co-operative’s vision, mission, values, brand and focus on safety
Why it matters:
Our Lake Country Co-op team provides a range of products and services to support our 50000 member-owners in 18 different communities. Through the work that we do and annual sales of $500 million we help to build, fuel, feed and grow our communities together.
Who you are:
You are looking for a career in Customer Service and:
You’re well organized, capable of attaining a high level of production, with a minimum amount of supervision
You’re honest and trustworthy, are results-orientated, and are proud of the work you do
You believe in building relationships and collaborating to deliver solutions that matter most, and you recognize the value that different perspectives bring to meet shared objectives.
You’re attentive to detail and have strong cash management skills
You have POS experience and have the ability to work in a fast paced, guest facing environment
You have a flexible work schedule including weekends, evenings and holidays
Our Lake Country Co-op team members receive competitive salaries, a comprehensive benefits package and an employer-contributed pension plan. We encourage our Team Members to take advantage of learning opportunities, to grow and develop and to foster a culture of teamwork and innovation.
At Lake Country Co-op, we embrace diversity and inclusion, and we’re working to create a workplace that is as diverse as the communities we serve. We support and provide an environment that allows all to bring their whole selves to work.
We thank all candidates for their interest; however, only those selected to continue in the recruitment process will be contacted."
"Pizza Maker/Cashier - Stratford, ON - Indeed.com","Looking for fast energetic individuals who are willing to work at our New City Pizza location!
We are located at 925 Ontario St Stratford. looking for both part time and full-time!
no experience necessary training will be provided! apply now with resume.
Looking for delivery drivers as well!
Part-time hours: 10-40 per week
Job Types: Full-time, Part-time, Permanent
Salary: $14.50 per hour
Benefits:
Store discount
Work remotely:
No"
"Self Service Gas Bar Cashier - St. Albert, AB - Indeed.com","Full Time and Part Time Available. Up to 44 hours per week.
Who we are:
We are a busy growing independently owned business. We offer a great work atmosphere and a great team of people. We have a second location opening up in spring 2022.
The person should be able to perform the following job duties and responsibilities for this job position:
· Process cash, credit/debit card transactions.
· Receive payments for goods or services.
· Calculate daily/shift payments received and reconcile with total sales.
· Stock shelves and clean store display area.
· Provide customer service.
· Participate in promotional activities.
· Cleaning bathrooms
· Cleaning carwash and forecourt
Part-time hours: 44 per week
Job Types: Full-time, Part-time, Permanent
Salary: From $15.00 per hour
Schedule:
8 hour shift
Weekend availability
COVID-19 considerations:
All customers and employees are required to wear masks. We sanitize high touch areas frequently.
Experience:
sales: 1 year (preferred)
customer service: 1 year (preferred)
Shift availability:
Day Shift (preferred)
Night Shift (preferred)
Work remotely:
No"
"Cashier - Montréal, QC - Indeed.com","Polite, Good energy and outgoing.
-Support the cash desk
-Clean your area
Job Types: Full-time, Part-time
Salary: From $15.00 per hour
Job Types: Full-time, Part time
Job Types: Full-time, Part-time
Salary: $15.00-$17.00 per year
Additional pay:
Bonus pay
Overtime pay
Benefits:
Store discount
Schedule:
8 hour shift
Monday to Friday
Night shift
Overtime
Work remotely:
No"
"Cashier/Customer Service - Vaughan, ON - Indeed.com","Aroma Espresso Bar is looking for a full time barista/cashier to join our team in Richmond hill, Maple.
Description:
Must be able to work in a fast-paced environment
Morning shift : 9-3
Night shift -3-8
Fluent in conversational English
Full training will be provided
Preference will be given to those with past barista experience
Job Types: Full-time, Part-time
Additional pay:
Tips
Schedule:
Day shift
Holidays
Monday to Friday
Night shift
Weekend availability
Work remotely:
No"
"KINGSTON HONDA EVENING AND WEEKEND CASHIER/RECEPTIONIST - Kingston, ON - Indeed.com","KINGSTON HONDA/ACURA is looking for a mature and organized part time receptionist to handle all incoming calls and provide support for the accounting and administrative staff. Potential candidates must have a positive attitude, excellent communication and organization skills and a willingness to provide excellent customer service. This position requires evenings, some weekends and daytime hours occasionally. We would like to hear from you if you feel you meet these requirements.
Job Type: Part-time
Salary: $10,000.00-$15,000.00 per year
Schedule:
Night shift
Weekend availability
Experience:
customer service: 1 year (preferred)
Shift availability:
Day Shift (preferred)
Night Shift (preferred)
Work remotely:
No"
"Cage & Count Attendant - North Bay, ON - Indeed.com","The Gateway to Your Future
The cage is the heartbeat of the casino and is a central role in developing your skills and expanding your career opportunities. As a Cashier, you will accurately verify, reconcile, and process currency and chip transactions. If you thrive in an upbeat, busy, and vibrant atmosphere and the chance to be in the action, this role is perfect for you. A willingness to learn, team-player instincts, and a balanced sense of fun and responsibility are all part of what makes for a successful Cashier. While you work hard at maintaining our high standards in service excellence, we provide you with an excellent benefits package and a competitive salary at a national company with more than 27 locations throughout Canada.
We Provide
Full benefits package for employees
Retirement savings plan
Exciting, supportive and fun work environment
Family and friends discounts on travel, tech, food, beverage, and fitness
Development and training opportunities
Key Responsibilities
Count and verify opening and closing floats for all coin, currency, chips, and marketing items.
Exchange foreign and domestic currency.
Counts cash and value chips according to company policies and procedures.
Records transactions in Casino Management Software and verifies printed reports.
What You Bring
Minimum of six months of cash-handling experience.
Ability to add, multiply, and balance floats and spreadsheets.
Deal Us In (Phase 1) and Reel Facts VLT training available within 30 days of start (Alberta).
The ability to obtain registration with either the BCLC, AGLC or AGCO (based on province).
Ability to pull, lift, and carry objects such as a cashier tray and can transport a heavy cart.
Ability to stand for long periods.
Good manual dexterity to accurately handle cash, tickets, and chips.
A friendly, polite, patient and courteous energy.
Ability to work on your feet and provide solutions quickly.
Open to working flexible hours, evenings, and weekends.
Why Work With Us?
Gateway celebrates and empowers our team members, who make it all possible. A career at Gateway means working with great people, being recognized for your unique contribution and career advancement opportunities across our 27 locations. Our employees thrive with ongoing training and leadership programs while working in a dynamic and fun environment. See for yourself what it's like to be on a team that values your vision, skill and energy.
Get to Know Gateway
Gateway Casinos & Entertainment Limited ('Gateway') is one of the largest and most diversified gaming and entertainment companies in Canada. Across its 27 gaming properties in British Columbia, Ontario and Edmonton, Alberta, Gateway currently employs approximately 8,648 people and boasts approximately 448 table games (including 49 poker tables), 13,887 slots, 85 restaurants and bars and 561 hotel rooms. Gateway is the service provider for the Central, Southwest and North gaming Bundles in Ontario, which includes 11 properties in their portfolio. A multi-pronged growth strategy has seen Gateway diversify and expand its product offering, including developing proprietary casino and restaurant brands, dramatically improving the gaming customer experience while attracting new customers. Some of Gateway's proprietary brands include Match Eatery & Public House, Atlas Steak + Fish and the new Halley's Club. In 2017, Gateway celebrated 25 years in the business of gaming and entertainment in Canada. Further information is available at www.gatewaycasinos.com.
What Is Next
Not the right fit this time? Follow us on our careers social media pages!
In all of the jurisdictions where we operate, the provincial government and Public Health Officers (PHOs) have implemented proof of vaccination requirements for all guests of our casinos, restaurants and some amenities. The Public Health Agency of Canada (PHAC) notes that vaccination is one of the most effective ways to help protect ourselves, our families and communities against COVID-19. At Gateway, we are taking the step to implement an Employee COVID-19 Vaccination Policy. This will best ensure we are fulfilling our requirement to provide a safe and healthy environment for our employees and guests. Beginning November 8, 2021, all employees at Gateway are required to provide proof of full COVID-19 vaccination or begin completing weekly rapid testing and adhering to mandatory mask requirements, regardless of the public health direction of mask mandate.
Gateway is a proud equal opportunity employer and dedicates itself to Respect, Integrity, Team-Work and Exceptional Customer Service. We are committed to providing an inclusive and barrier free candidate experience and work environment. If you require accommodation at any point during the recruitment and selection process, please let us know."
